tax_name,tax_name_english,english_explanation,revenue_eur,revenue_pct_gdp,source_for_data,notes
Foncier bâti,Tax on real-estate properties,Eurostat national-tax-list line classified as ESA code D29A. Economic function: capital/stock of wealth. Environmental/property tag: recurrent immovable property.,42059000000,1.440426,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29A; DETAILS C03; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Foncier non-bâti (partie),Tax on non-developed land properties,Eurostat national-tax-list line classified as ESA code D29A. Economic function: capital/stock of wealth. Environmental/property tag: recurrent immovable property.,883000000,0.030241,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29A; DETAILS C04; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Forfait social,"Corporate social contributions (""forfeit social"")",Eurostat national-tax-list line classified as ESA code D29C. Economic function: employer labour.,6300000000,0.215761,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29C; DETAILS C09; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Fraction des droits de timbre sur les cartes nationales d'identité,Low-yield service-related levy on consumption paid by individuals,"Low-yield service-related levy on consumption paid by individuals. Collector: DGFiP. Beneficiary: France Titres, anciennement ANTS.",23920000,0.000819,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 87; Enjeu 2024","Cour low-yield-tax inventory id 87. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 22.355m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Fraction des produits annuels de la vente de biens confisqués,Low-yield budget-raising levy on capital paid by individuals,Low-yield budget-raising levy on capital paid by individuals. Collector: DGDDI. Beneficiary: Agence de gestion et de recouvrement des avoirs saisis et confisqués (AGRASC).,145900000,0.004997,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 89; Enjeu 2024","Cour low-yield-tax inventory id 89. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 148.09m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Fraction du produit des successions en déshérence,Low-yield budget-raising levy on capital paid by businesses,Low-yield budget-raising levy on capital paid by businesses. Collector: DGFiP. Beneficiary: Fondation du patrimoine.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 91; Enjeu 2024",Cour low-yield-tax inventory id 91. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Frais d'inscription au registre des exploitants de voitures de transport avec chauffeur,Low-yield service-related levy on production paid by individuals,Low-yield service-related levy on production paid by individuals. Collector: Ministère des transports et de la mobilité durable. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 92; Enjeu 2024",Cour low-yield-tax inventory id 92. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Garantie des matières d'or et d'argent,Low-yield service-related levy on consumption paid by individuals,Low-yield service-related levy on consumption paid by individuals. Collector: DGDDI. Beneficiary: Budget général.,61045,0.000002,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 93; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 93. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 0.053113m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.
Imposition forfaitaire sur le matériel roulant circulant sur le réseau de transport ferroviaire et guidé géré par la RATP - IFER-STIF RATP,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Société des grands projets (SGP).,84014443,0.002877,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 94; Enjeu 2024","Cour low-yield-tax inventory id 94. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 73.8m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Imposition forfaitaire sur les centrales de production d’énergie électrique d’origine photovoltaïque ou hydraulique,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Communes / EPCI / Départements.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 95; Enjeu 2024",Cour low-yield-tax inventory id 95. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Imposition forfaitaire sur les réseaux de gaz naturel et canalisations d’hydrocarbures,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Communes / EPCI / Départements.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 97; Enjeu 2024",Cour low-yield-tax inventory id 97. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Imposition forfaitaire sur les éoliennes et les hydroliennes,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Communes / EPCI / Départements.,123792718,0.004240,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 96; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 96. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 107.707m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.
